ParticipantID,Age,HomeSize,MonthlyElectricityConsumption,MonthlyWaterConsumption,Location_Suburban,Location_Urban,Location_Rural,DietType_Mostly Animal-Based,DietType_Mostly Plant-Based,DietType_Mostly Balanced,TransportationMode_Car,TransportationMode_Public Transit,TransportationMode_Walk,TransportationMode_Bike,EnergySource_Non-Renewable,EnergySource_Renewable,EnergySource_Mixed,HomeType_Apartment,HomeType_House,HomeType_Other,Gender_Male,Gender_Female,Gender_Non-Binary,Gender_Prefer not to say,LocalFoodFrequency_Often,LocalFoodFrequency_Always,LocalFoodFrequency_Rarely,LocalFoodFrequency_Sometimes,ClothingFrequency_Often,ClothingFrequency_Always,ClothingFrequency_Rarely,ClothingFrequency_Sometimes,SustainableBrands_TRUE,SustainableBrands_FALSE,EnvironmentalAwareness_1,EnvironmentalAwareness_2,EnvironmentalAwareness_3,EnvironmentalAwareness_4,EnvironmentalAwareness_5,CommunityInvolvement_Low,CommunityInvolvement_High,CommunityInvolvement_Moderate,CommunityInvolvement_None,UsingPlasticProducts_Often,UsingPlasticProducts_Rarely,UsingPlasticProducts_Sometimes,UsingPlasticProducts_Never,DisposalMethods_Composting,DisposalMethods_Landfill,DisposalMethods_Recycling,DisposalMethods_Combination,PhysicalActivities_Low,PhysicalActivities_Moderate,PhysicalActivities_None,PhysicalActivities_High,Rating
210,29.0,1100.0,380.0,4200.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
211,48.0,1400.0,120.0,1800.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,5,0,0,0,False,True,False,0,False,True,False,False,True,False,False,False,False,False,0,True,5
212,36.0,900.0,280.0,3200.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
213,61.0,750.0,420.0,4800.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
214,27.0,1300.0,160.0,2200.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,4,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,5
215,44.0,1050.0,220.0,3000.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
216,59.0,1900.0,320.0,3800.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
217,32.0,650.0,400.0,4600.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
218,50.0,1550.0,130.0,1900.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
219,24.0,850.0,260.0,3100.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,3
220,63.0,2400.0,480.0,5200.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
221,57.0,2742.0,131.0,571.0,0,0,0,False,False,0,True,False,False,False,0,False,True,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,True,False,False,0,False,True,False,False,False,True,False,False,False,False,0,True,2
222,27.0,1355.0,270.0,2727.0,0,0,0,True,False,0,True,False,False,False,0,True,False,True,False,False,False,True,0,False,True,False,False,False,False,True,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,True,False,False,False,False,True,0,False,5
223,68.0,2240.0,153.0,3465.0,0,0,0,False,True,0,True,False,False,False,0,True,False,False,True,False,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,3,0,0,0,True,False,False,0,True,False,False,False,True,False,False,False,False,False,0,False,2
224,61.0,1453.0,71.0,3414.0,0,0,0,False,True,0,False,False,True,False,0,True,False,True,False,False,False,False,0,True,False,False,False,True,False,False,True,False,0,0,0,4,0,0,0,False,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,5
225,37.0,440.0,188.0,4364.0,0,0,0,True,False,0,False,True,False,False,0,True,False,True,False,False,False,False,0,True,False,False,True,False,False,False,True,False,0,0,0,3,0,0,0,False,False,False,0,True,False,False,False,True,False,False,False,False,True,0,False,4
226,48.0,2567.0,422.0,4270.0,0,0,0,True,False,0,False,False,True,False,0,False,False,True,False,False,False,False,0,True,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,0,False,True,False,False,False,True,False,False,True,False,0,False,1
227,49.0,2402.0,414.0,3608.0,0,0,0,True,False,0,False,False,False,True,0,False,False,False,False,True,True,False,0,False,True,False,False,False,False,True,False,False,0,0,0,4,0,0,0,False,False,False,0,False,False,True,False,False,False,True,False,False,False,0,True,3
228,20.0,2095.0,123.0,1099.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,True,0,0,0,2,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,True,False,0,False,5
229,40.0,713.0,469.0,1070.0,0,0,0,False,False,0,False,False,False,True,0,False,False,True,False,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,3,0,0,0,False,False,False,0,False,True,False,False,False,False,False,True,False,False,0,False,4
230,66.0,1233.0,80.0,2824.0,0,0,0,True,False,0,False,True,False,False,0,False,True,False,False,True,False,False,0,False,False,False,True,False,False,False,True,False,0,0,0,1,0,0,0,False,False,True,0,True,False,False,False,True,False,False,False,False,True,0,False,4
231,51.0,1995.0,409.0,4638.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,True,False,0,False,True,False,False,False,False,True,False,False,0,0,0,2,0,0,0,False,True,False,0,True,False,False,False,False,False,False,True,False,False,0,False,2
232,61.0,2914.0,220.0,4483.0,0,0,0,True,False,0,True,False,False,False,0,True,False,True,False,False,False,False,0,True,False,False,True,False,True,False,False,False,0,0,0,3,0,0,0,False,False,False,0,False,True,False,False,True,False,False,False,True,False,0,False,1
233,51.0,613.0,351.0,3897.0,0,0,0,False,False,0,False,False,True,False,0,True,False,False,False,True,False,True,0,False,True,False,False,False,True,False,False,False,0,0,0,2,0,0,0,False,True,False,0,False,True,False,False,False,True,False,False,True,False,0,False,5
234,60.0,517.0,244.0,2455.0,0,0,0,False,True,0,True,False,False,False,0,False,True,False,False,True,True,False,0,False,True,False,False,False,False,False,True,False,0,0,0,2,0,0,0,False,False,False,0,False,False,False,True,False,False,False,True,False,False,0,False,2
235,19.0,897.0,318.0,4078.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,False,False,0,True,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,False,0,False,3
236,56.0,1129.0,431.0,3570.0,0,0,0,True,False,0,False,False,False,True,0,False,True,False,False,True,True,False,0,False,False,True,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,False,0,False,True,False,False,False,False,False,True,False,False,0,False,4
237,50.0,2747.0,201.0,3548.0,0,0,0,False,False,0,False,False,False,True,0,False,True,False,False,True,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,2,0,0,0,True,False,False,0,True,False,False,False,False,False,True,False,True,False,0,False,4
238,37.0,1657.0,466.0,3373.0,0,0,0,False,True,0,False,False,True,False,0,False,False,True,False,False,False,False,0,True,False,False,False,True,False,True,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,True,False,False,False,True,False,0,False,5
239,59.0,2857.0,168.0,4203.0,0,0,0,False,False,0,False,False,True,False,0,False,True,False,False,True,True,False,0,False,False,False,True,False,True,False,False,False,0,0,0,2,0,0,0,True,False,False,0,False,False,False,True,False,False,True,False,False,False,0,False,5
240,56.0,2219.0,205.0,1622.0,0,0,0,False,False,0,False,True,False,False,0,False,True,False,True,False,True,False,0,False,True,False,False,False,False,True,False,False,0,0,0,2,0,0,0,False,False,True,0,False,False,False,True,False,False,True,False,False,False,0,True,5
241,30.0,2603.0,492.0,3681.0,0,0,0,False,False,0,False,False,True,False,0,False,True,False,False,True,False,True,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,True,0,False,False,True,False,True,False,False,False,False,False,0,True,5
242,24.0,1547.0,178.0,4870.0,0,0,0,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False,True,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,True,False,0,False,5
243,56.0,704.0,138.0,565.0,0,0,0,False,False,0,False,False,False,True,0,False,True,False,False,True,False,True,0,False,False,False,True,False,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,False,0,False,3
244,24.0,651.0,430.0,1176.0,0,0,0,False,False,0,True,False,False,False,0,True,False,False,True,False,True,False,0,False,False,False,False,True,False,False,True,False,0,0,0,2,0,0,0,False,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,1
245,43.0,421.0,372.0,1641.0,0,0,0,False,True,0,True,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,True,False,False,False,True,0,0,0,1,0,0,0,False,False,True,0,False,True,False,False,True,False,False,False,False,True,0,False,5
246,56.0,1594.0,469.0,4546.0,0,0,0,True,False,0,False,False,True,False,0,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,0,0,0,2,0,0,0,False,True,False,0,True,False,False,False,False,False,True,False,True,False,0,False,1
247,18.0,607.0,395.0,617.0,0,0,0,True,False,0,False,False,False,True,0,False,True,True,False,False,False,False,0,False,False,True,False,False,False,False,True,False,0,0,0,2,0,0,0,True,False,False,0,True,False,False,False,False,False,True,False,True,False,0,False,3
248,43.0,1860.0,379.0,3305.0,0,0,0,True,False,0,False,True,False,False,0,True,False,False,True,False,False,False,0,False,True,False,False,False,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,False,True,False,True,False,False,False,False,0,True,5
249,31.0,2997.0,413.0,4120.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False,True,0,0,0,2,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
250,73.0,2505.0,292.0,757.0,0,0,0,False,True,0,False,False,False,True,0,True,False,True,False,False,False,False,0,False,False,False,False,True,True,False,False,False,0,0,0,4,0,0,0,False,False,True,0,True,False,False,False,False,False,True,False,False,False,0,True,5
251,68.0,1987.0,159.0,2059.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,False,0,True,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,True,False,False,False,False,False,0,True,5
252,21.0,2819.0,260.0,4895.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,True,False,False,False,False,False,True,False,False,True,0,False,2
253,69.0,2433.0,479.0,4055.0,0,0,0,True,False,0,False,False,False,True,0,False,True,False,False,True,True,False,0,False,False,False,True,False,False,False,False,True,0,0,0,2,0,0,0,False,False,True,0,False,True,False,False,False,False,True,False,False,False,0,True,2
254,30.0,2850.0,486.0,1055.0,0,0,0,True,False,0,False,True,False,False,0,False,False,False,True,False,False,False,0,False,False,False,False,True,True,False,False,False,0,0,0,1,0,0,0,False,True,False,0,True,False,False,False,False,False,True,False,False,False,0,False,1
255,44.0,1850.0,231.0,1899.0,0,0,0,False,True,0,False,True,False,False,0,False,True,False,True,False,True,False,0,False,True,False,False,False,True,False,False,False,0,0,0,2,0,0,0,False,False,True,0,False,False,False,True,False,False,False,True,False,True,0,False,4
256,50.0,1522.0,335.0,3749.0,0,0,0,True,False,0,False,True,False,False,0,False,True,False,False,True,True,False,0,False,False,False,True,False,False,False,False,True,0,0,0,2,0,0,0,True,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,2
257,58.0,1040.0,262.0,4322.0,0,0,0,False,False,0,False,False,False,True,0,True,False,True,False,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,3,0,0,0,False,False,True,0,False,False,True,False,True,False,False,False,False,False,0,False,3
258,31.0,1682.0,414.0,1745.0,0,0,0,False,False,0,False,True,False,False,0,False,False,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,1,0,0,0,False,False,True,0,False,True,False,False,False,False,True,False,True,False,0,False,2
259,63.0,1577.0,288.0,1987.0,0,0,0,False,True,0,False,True,False,False,0,False,True,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,2,0,0,0,False,False,True,0,True,False,False,False,False,False,True,False,False,True,0,False,3
260,47.0,1859.0,170.0,2966.0,0,0,0,False,True,0,False,False,False,True,0,False,False,False,True,False,True,False,0,False,True,False,False,False,False,False,True,False,0,0,0,5,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
261,75.0,2766.0,188.0,4923.0,0,0,0,False,True,0,True,False,False,False,0,False,False,True,False,False,False,True,0,False,False,False,True,False,True,False,False,False,0,0,0,3,0,0,0,False,True,False,0,False,True,False,False,False,True,False,False,True,False,0,False,2
262,39.0,1544.0,470.0,2771.0,0,0,0,False,False,0,True,False,False,False,0,False,False,False,False,True,False,False,0,True,False,True,False,False,False,False,False,True,0,0,0,2,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,False,0,True,2
263,42.0,2439.0,380.0,1524.0,0,0,0,False,True,0,False,False,True,False,0,True,False,True,False,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,True,False,0,True,False,False,False,False,True,False,False,False,False,0,True,4
264,44.0,2042.0,484.0,4232.0,0,0,0,False,True,0,False,False,False,True,0,True,False,True,False,False,False,True,0,False,False,True,False,False,False,False,False,True,0,0,0,3,0,0,0,False,True,False,0,True,False,False,False,True,False,False,False,True,False,0,False,4
265,22.0,583.0,394.0,3390.0,0,0,0,True,False,0,True,False,False,False,0,True,False,False,False,True,True,False,0,False,False,False,False,True,False,False,False,True,0,0,0,2,0,0,0,True,False,False,0,True,False,False,False,False,False,True,False,False,False,0,True,2
266,24.0,2618.0,479.0,3944.0,0,0,0,False,True,0,False,False,True,False,0,False,False,True,False,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,2,0,0,0,False,True,False,0,True,False,False,False,False,False,True,False,False,False,0,True,3
267,71.0,599.0,374.0,1429.0,0,0,0,True,False,0,True,False,False,False,0,True,False,False,False,True,False,True,0,False,False,False,True,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,True,False,0,False,2
268,64.0,590.0,78.0,4035.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,False,0,False,True,False,False,False,True,False,False,False,0,0,0,5,0,0,0,False,False,True,0,True,False,False,False,False,True,False,False,True,False,0,False,4
269,67.0,1344.0,118.0,2120.0,0,0,0,True,False,0,True,False,False,False,0,False,True,False,True,False,False,True,0,False,False,False,False,True,False,False,True,False,0,0,0,4,0,0,0,False,False,True,0,False,False,False,True,False,True,False,False,False,False,0,True,2
270,43.0,1459.0,387.0,873.0,0,0,0,False,False,0,False,False,True,False,0,False,False,True,False,False,True,False,0,False,True,False,False,False,False,False,True,False,0,0,0,1,0,0,0,False,False,False,0,False,True,False,False,False,True,False,False,True,False,0,False,2
271,24.0,1472.0,376.0,1440.0,0,0,0,False,False,0,False,True,False,False,0,False,True,False,True,False,False,True,0,False,True,False,False,False,True,False,False,False,0,0,0,2,0,0,0,True,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,3
272,45.0,808.0,198.0,4080.0,0,0,0,True,False,0,False,False,True,False,0,True,False,False,True,False,True,False,0,False,False,False,False,True,False,False,False,True,0,0,0,5,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,False,0,True,4
273,63.0,2815.0,487.0,4424.0,0,0,0,True,False,0,False,True,False,False,0,False,True,False,True,False,False,True,0,False,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,True,False,0,False,2
274,49.0,2000.0,201.0,3864.0,0,0,0,False,False,0,True,False,False,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,True,False,False,False,0,0,0,2,0,0,0,False,True,False,0,True,False,False,False,False,True,False,False,True,False,0,False,2
275,58.0,1327.0,379.0,3216.0,0,0,0,False,False,0,True,False,False,False,0,False,False,True,False,False,False,True,0,False,False,False,True,False,False,False,False,True,0,0,0,5,0,0,0,False,True,False,0,False,True,False,False,True,False,False,False,False,False,0,True,3
276,48.0,2445.0,178.0,1936.0,0,0,0,False,True,0,True,False,False,False,0,True,False,True,False,False,False,False,0,False,True,False,False,False,True,False,False,False,0,0,0,5,0,0,0,True,False,False,0,True,False,False,False,False,False,False,True,False,True,0,False,4
277,27.0,753.0,303.0,1808.0,0,0,0,False,True,0,True,False,False,False,0,True,False,False,True,False,False,False,0,True,False,True,False,False,True,False,False,False,0,0,0,2,0,0,0,False,True,False,0,False,False,True,False,False,False,True,False,False,False,0,False,3
278,74.0,837.0,448.0,2078.0,0,0,0,False,True,0,False,True,False,False,0,False,False,True,False,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,2,0,0,0,True,False,False,0,False,False,True,False,True,False,False,False,False,False,0,True,3
279,35.0,2859.0,256.0,4012.0,0,0,0,False,True,0,False,False,True,False,0,False,False,False,False,True,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,5,0,0,0,False,True,False,0,True,False,False,False,False,False,False,True,False,True,0,False,4
280,36.0,1699.0,207.0,1985.0,0,0,0,False,False,0,False,False,False,True,0,False,False,False,True,False,False,True,0,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,0,False,False,True,False,False,False,False,True,False,False,0,True,3
281,73.0,1771.0,358.0,1923.0,0,0,0,True,False,0,False,False,True,False,0,True,False,True,False,False,False,True,0,False,False,False,False,True,False,True,False,False,0,0,0,1,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,True,0,False,2
282,50.0,1809.0,461.0,3417.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,False,True,False,False,False,False,0,True,4
283,56.0,1435.0,298.0,2206.0,0,0,0,False,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,True,False,False,False,0,0,0,2,0,0,0,False,False,True,0,False,True,False,False,True,False,False,False,False,True,0,False,2
284,49.0,2819.0,458.0,3492.0,0,0,0,True,False,0,False,False,False,True,0,True,False,False,True,False,False,False,0,True,True,False,False,False,False,True,False,False,0,0,0,5,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,4
285,71.0,2405.0,319.0,4425.0,0,0,0,False,False,0,True,False,False,False,0,True,False,False,False,True,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,1,0,0,0,False,True,False,0,False,True,False,False,False,False,False,True,False,True,0,False,5
286,59.0,661.0,490.0,3560.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,False,True,0,False,False,False,True,False,False,False,True,False,0,0,0,5,0,0,0,True,False,False,0,True,False,False,False,False,False,True,False,False,True,0,False,3
287,45.0,2602.0,291.0,979.0,0,0,0,True,False,0,False,True,False,False,0,False,True,True,False,False,False,False,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,False,False,0,False,False,False,True,False,False,True,False,False,False,0,False,4
288,37.0,483.0,262.0,3256.0,0,0,0,True,False,0,False,False,False,True,0,True,False,True,False,False,True,False,0,False,False,True,False,False,True,False,False,False,0,0,0,4,0,0,0,False,False,True,0,False,True,False,False,False,False,True,False,True,False,0,False,5
289,66.0,850.0,289.0,3544.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,True,False,False,0,0,0,5,0,0,0,True,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,5
290,28.0,1351.0,58.0,3747.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,False,True,True,False,0,False,False,False,False,True,False,False,True,False,0,0,0,4,0,0,0,True,False,False,0,False,False,False,True,True,False,False,False,False,False,0,False,5
291,66.0,2052.0,344.0,2159.0,0,0,0,True,False,0,False,False,True,False,0,False,True,True,False,False,False,False,0,False,False,False,True,False,True,False,False,False,0,0,0,1,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,False,3
292,44.0,2382.0,352.0,2558.0,0,0,0,False,True,0,True,False,False,False,0,False,True,False,True,False,False,False,0,True,False,False,False,True,False,False,True,False,0,0,0,5,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,False,0,False,5
293,28.0,1978.0,69.0,3579.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,False,True,False,True,0,False,False,False,False,True,False,False,True,False,0,0,0,5,0,0,0,True,False,False,0,False,False,True,False,False,True,False,False,False,True,0,False,5
294,57.0,560.0,105.0,946.0,0,0,0,False,True,0,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,True,False,True,False,False,False,0,0,0,5,0,0,0,True,False,False,0,False,False,False,True,False,False,False,True,False,False,0,False,5
295,38.0,486.0,79.0,2228.0,0,0,0,False,False,0,False,False,True,False,0,False,True,True,False,False,True,False,0,False,True,False,False,False,True,False,False,False,0,0,0,5,0,0,0,False,False,False,0,False,False,True,False,True,False,False,False,False,False,0,False,5
296,64.0,2038.0,436.0,4306.0,0,0,0,False,False,0,False,False,True,False,0,False,True,False,True,False,False,False,0,True,False,True,False,False,False,True,False,False,0,0,0,1,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
297,54.0,2988.0,414.0,689.0,0,0,0,True,False,0,True,False,False,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,False,False,True,False,True,False,False,True,False,0,False,3
298,57.0,1305.0,244.0,3847.0,0,0,0,True,False,0,False,False,True,False,0,False,False,False,False,True,False,False,0,False,True,False,False,False,True,False,False,False,0,0,0,3,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,True,False,0,False,1
299,57.0,2064.0,200.0,2419.0,0,0,0,True,False,0,False,True,False,False,0,False,True,False,False,True,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,1,0,0,0,False,False,False,0,False,False,True,False,False,False,False,True,True,False,0,False,1
300,61.0,1993.0,455.0,3588.0,0,0,0,False,True,0,True,False,False,False,0,False,True,True,False,False,False,True,0,False,False,False,False,True,False,False,False,True,0,0,0,1,0,0,0,False,False,False,0,False,True,False,False,True,False,False,False,True,False,0,False,3
301,67.0,2606.0,335.0,4748.0,0,0,0,False,True,0,False,True,False,False,0,False,False,True,False,False,False,True,0,False,False,False,True,False,False,False,False,True,0,0,0,1,0,0,0,False,False,False,0,False,False,True,False,False,True,False,False,True,False,0,False,1
302,40.0,1630.0,67.0,1079.0,0,0,0,False,False,0,True,False,False,False,0,False,False,False,True,False,False,True,0,False,False,False,False,True,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,False,False,True,False,False,False,0,True,5
303,22.0,2711.0,364.0,1908.0,0,0,0,False,True,0,True,False,False,False,0,False,False,False,False,True,False,False,0,True,False,True,False,False,False,False,True,False,0,0,0,4,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,5
304,33.0,2094.0,59.0,3680.0,0,0,0,False,True,0,False,False,False,True,0,False,False,False,True,False,False,False,0,False,False,True,False,False,True,False,False,False,0,0,0,5,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,True,False,0,False,5
305,55.0,1758.0,142.0,1556.0,0,0,0,False,False,0,False,False,True,False,0,False,False,True,False,False,False,True,0,False,True,False,False,False,False,True,False,False,0,0,0,5,0,0,0,False,True,False,0,True,False,False,False,False,False,False,True,False,False,0,False,5
306,37.0,545.0,373.0,4028.0,0,0,0,False,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,5,0,0,0,True,False,False,0,True,False,False,False,True,False,False,False,False,False,0,True,3
307,73.0,682.0,183.0,3360.0,0,0,0,False,False,0,False,False,True,False,0,True,False,False,True,False,False,False,0,True,True,False,False,False,False,True,False,False,0,0,0,2,0,0,0,False,False,True,0,True,False,False,False,False,True,False,False,False,True,0,False,5
308,31.0,2160.0,486.0,1168.0,0,0,0,False,False,0,True,False,False,False,0,False,False,False,False,True,False,False,0,True,False,False,False,True,False,False,True,False,0,0,0,2,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,True,False,0,False,2
309,41.0,464.0,159.0,4592.0,0,0,0,True,False,0,False,True,False,False,0,True,False,True,False,False,False,False,0,True,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,True,False,False,0,False,True,False,False,False,True,False,False,False,False,0,True,5
310,63.0,2204.0,436.0,2190.0,0,0,0,False,True,0,False,True,False,False,0,False,False,False,False,True,False,False,0,True,False,True,False,False,False,True,False,False,0,0,0,5,0,0,0,False,False,True,0,False,True,False,False,False,False,True,False,False,False,0,True,5
311,48.0,920.0,142.0,3390.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,5
312,52.0,1968.0,260.0,792.0,0,0,0,False,True,0,False,False,False,True,0,True,False,True,False,False,False,True,0,False,False,True,False,False,False,False,False,True,0,0,0,2,0,0,0,False,False,False,0,False,True,False,False,True,False,False,False,False,True,0,False,5
313,48.0,773.0,185.0,4686.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,False,False,True,False,True,False,False,0,0,0,5,0,0,0,False,False,True,0,False,False,True,False,False,True,False,False,False,True,0,False,5
314,39.0,1453.0,362.0,2145.0,0,0,0,False,False,0,True,False,False,False,0,False,True,False,True,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,False,0,False,False,True,False,True,False,False,False,True,False,0,False,4
315,72.0,2552.0,147.0,1813.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,False,False,0,False,False,True,False,False,False,True,False,False,0,0,0,4,0,0,0,False,True,False,0,True,False,False,False,True,False,False,False,True,False,0,False,4
316,48.0,2650.0,396.0,1566.0,0,0,0,False,True,0,True,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,True,False,0,False,5
